Date Time (UTC),Device,Direction,Payload,Approx Lat/Lng,Payload (Text),Length (Bytes),Credits
27/Sep/2018 21:21:17,RockBLOCK 14437,MO,332e3234463030323534244750524d432c3231313935312e3030302c412c383130302e373531392c4e2c30313135332e343034362c452c302e37362c3135352e30392c3237303931382c2c2c412a36450d440d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"81.33295,15.6514",,138,3
27/Sep/2018 19:28:42,RockBLOCK 14435,MO,9fb1883f94a67140fcc55a3fcd5fb7401b3ed43e6c71163e77a4953dada4983ed5fc883d0290de40a74522350c2d152ebf34823a2c3eb74160425841244cee5bd94a3b2d311e442fe13b1031d428aa1eb21c682b4548ff7f7d7cfc20440b1b017502ec084d0cc20897054d05a2f9dce1c7c30ad689f065f683ec4e06541125ea39e96afd98ebfeae01809586fdad04d68ef345faa0f474f30befb4d922cb7ed0dddc30ad018096d77af9d2db371ed2f1c0cec8e7b50b090860d3e512caef5a0ff60536fc2ef3b2eb62ec47fcc8125e1a5f0d290113f283e511eee2f92ef5ede8faf3250706f66401400e50192a68ff7f835bd44a383c7226de1963202118dbe537aae99df4bc10fa8c26d803b00e894725536f303c574d43894a464d80ec028009e8ff7fc2794a740469e158f649c83dcb33322b0e26b422ae1daa1d1c21f91ebc1c851a21188519bf1b03190d194518fd152415,"81.06676666666667,11.853",,340,7
27/Sep/2018 19:24:10,RockBLOCK 14435,MO,332e3232463030323739244750524d432c3139323132332e3030302c412c383130312e353333322c4e2c30313135302e333832372c452c302e33352c3133302e34392c3237303931382c2c2c412a36430d0d0d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"81.07396666666666,11.626966666666666",,138,3
27/Sep/2018 16:20:19,RockBLOCK 14437,MO,6b5d883fe91770402929533f80e8be406968db3e27648e3eb6ee113e8701f63dbc2e4b3ee212c5401357424cb53ba12a0d29f43ce4517753cd4e885a417dff7ffc42e71c5b17d7124016d915871991133a1547178b2e0f75577dd3ffc502c2012f008a00770494093704c3f734ef82eab6edb0001405b90299016201e0023f033704060403080321106eff7fd807be10d6113d0dd409670adf0f19230e42655dff7fe0774c23bff6cdf5ce00b70ef110c71e491499186921ca2ca771d37e39f8aa01ee0cb70e4909f9f8a3ea02fe1fff6bdbcba530c2ecdf42f3aafea8f9f9f110ed54ee630415f7fff3d80b8554ff7f3526c825c91f78173f17ed20231f9e06bffd091a37565f604a26f30544019b019407050f6d0aea03e5079c07e723386dff7fff7f737606758279f76c534e403b85364f36632e9122521eba24cd31912f8330ab2b1b25bd218921a81e962194205e196218,"81.08796666666667,11.173833333333333",,340,7
27/Sep/2018 16:14:15,RockBLOCK 14437,MO,332e3233463030323533244750524d432c3136313235302e3030302c412c383130322e373932302c4e2c30313133372e363237342c452c302e36322c36322e33342c3237303931382c2c2c412a35390d0d0d0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"81.08103333333334,11.400583333333334",,138,3
27/Sep/2018 15:11:04,RockBLOCK 14435,MO,a9a98e3ff84e7b404983683f635eb940425f143f2db0fc3e5dd1873e5c51b73e6cfb073e09a4ee405635b127891f1f1cf01e0529e637e64812618b79577539606c3c311b60134415a80d600a04128c0d9a0c0915de4aed59fe7f4ff615f95afa57f94bf63df571fb4dffa1fa8bfb4a0ae70649fe7000e50275ff12feb1ff6eff86fef5fca9f331bde6ab01809af6c3f7f3f655f42af008ed1febb3d73aa80180c38acf98fac9d4ffce01edfba9fd70f97ff0baf2baf7e6f8a7d77fc851c76b178a114c0fc90d910c400b500ed40a76ec9fd071dd14e02ef73700d0fb89f900fc9ffd81fbd4f838f9c50a6141824dff7feebaf9dc81f00afc690a9d180af1ccbfb4df7a365747f30678f568ffbe09ed19420ab801d1e82601c203f2f59e3bff7f30753a7eff7fc37f46751d5acc3c462dd0267520ba19c316ab17121a7c2113227c1b5a1ed11fb717d51a4e1b271b201453135f13,"81.08103333333334,11.400583333333334",,340,7
27/Sep/2018 15:04:45,RockBLOCK 14435,MO,332e3232463030323738244750524d432c3135303432332e3030302c412c383130332e303631372c4e2c30313133332e393733322c452c312e35372c3130342e31302c3237303931382c2c2c412a36380d330d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"81.04633333333334,11.355066666666666",,138,3
27/Sep/2018 11:22:22,RockBLOCK 14432,MO,f5691e3f2e1dff40768b1b3f0d902541ea99233f71be873b5683c03ddbc2223f84b9233b29325544cb09e208da0adb122e234438824b7560427bfe7f0156a8234d0e090bb80fcc0f180a7307b0038f011701ae00810045006600edfce0ff5e02cb06860f0721f5383426b5bf018085cbb3ebfcefacf71b0a44f3eb02c10938055d03690160ff7aff0f00baffe30a8d042bfd4af6e5f92d1a1c4358472a448164ff7f3c40130fc3030f16c6f933eb00f8900099006d015b0040001c00440034f61af71ff518edb6dc94c75bb47a9fb084018035aa6bdcb2f1f1f440f02df0e2f587f84dfc70feeafe52ff7fffbbff99ff7d34ad28b4213b1c9f092ce9e4decac6018029fab3e981c3d5e80908ee31b844830610ef1204b2003105defdf0fe81feb1ffff7f0a7a1a64b2429028ae198b12880e590bfa084f08870b070f690df709540a2a0c9e0bb30fd412600ea00f1f12a70ee00d,"81.22535,11.586266666666667",,340,7
27/Sep/2018 11:16:18,RockBLOCK 14432,MO,332e3230463030323630244750524d432c3131313133382e3030302c412c383131332e343837382c4e2c30313133382e313935302c452c302e30372c3231302e30382c3237303931382c2c2c412a36320d350d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"81.21816666666666,11.816133333333333",,138,3
27/Sep/2018 11:13:01,RockBLOCK 14437,MO,bf59933f0c927a4042ba5e3f78b8d540090d323f8cb4433dff12913edaed313f8cea333d8e1f16431268f44ca93a883474361b37bb35e7425c68ff7f2c5c63295810f30d04149910f109030a22067107f606da074d0e1d2ad46247088105d402580084fe0dff26019502b502e1fccef757fc71ff27fff6fde0fe97ff3b004d00b7008f01c601ba09c229ff7f14d5daf8f50db60fc5029cfc59086e0ab4c70180dacdaa14d5128a0d250dd20c3e06d302ccffc7ffecff22f9fef01fce2c89129826b36bc588cb96c9e7c844ca16bda2970180d5a39ed6a8ef0df2fdeb69ef11f6fdf5dff991f80cf927f8c7f14fd6c09ed0ef6bf151f55dfb2a046c0674009efa45f72bf652f8e5fcd500d901e9fe3efce5fe85fee8ffe8007800e7fe62f7e9d30180bf75fd7ffe7f766f5f5dad566c53594423316029182c6f364b48c2426f2f6c2a312f9a292c2c891f2e2533236c12560def09,"81.08103333333334,11.400583333333334",,340,7
